Pct.,Name,Combined Pcts.,Address,City,Date,Start Time,End Time,Zip Code,Latitude,Longitude,Area of City,Type,Hours,EZVote Code,Election Code,Boss Code
137,Rowe Lane Elementary School,163,3112 Speidel Drive,Pflugerville,11/4/2014,7:00,19:00,78660,30.477194,-97.562628,NE,ED,R,1840,G14,55
139,Gus Garcia Recreation Center,"140, 141",1201 East Rundberg Lane,Austin,11/4/2014,7:00,19:00,78753,30.35258,-97.68208,NE,ED,R,715,G14,56
142,"Highland Mall, Suite #1020",  ,6001 Airport Boulevard,Austin,11/4/2014,7:00,19:00,78752,30.325916,-97.713947,NC,ED,R,826,G14,57
145,Windermere Elementary School,  ,1101 Picadilly Drive,Pflugerville,11/4/2014,7:00,19:00,78660,30.46478,-97.642348,NE,ED,R,2315,G14,58
148,"County Tax Office, Pflugerville",146,15822 Foothill Farms Loop,Pflugerville,11/4/2014,7:00,19:00,78660,30.44886,-97.65221,NE,ED,R,340,G14,59
149,Reilly Elementary School,  ,405 Denson Drive,Austin,11/4/2014,7:00,19:00,78752,30.328359,-97.719923,NC,ED,R,1814,G14,60
150,Brookhollow Elementary School,  ,1200 North Railroad Avenue,Pflugerville,11/4/2014,7:00,19:00,78660,30.452447,-97.618074,NE,ED,R,209,G14,61
151,Dottie Jordan Recreation Center,  ,2803 Loyola Lane,Austin,11/4/2014,7:00,19:00,78723,30.314251,-97.673548,E,ED,R,430,G14,62
152,Fiesta Mart Central,  ,3909 North IH-35,Austin,11/4/2014,7:00,19:00,78722,30.29642,-97.71764,C,ED,R,623,G14,63
1520,Maplewood Elementary School,  ,3808 Maplewood Avenue,Austin,11/4/2014,7:00,19:00,78722,30.293096,-97.714301,E,ED,R,1318,G14,64
153,Pioneer Crossing Elementary School,  ,11300 Samsung Boulevard,Austin,11/4/2014,7:00,19:00,78754,30.361804,-97.639875,E,ED,R,1673,G14,65
154,Bluebonnet Trail Elementary School,"125, 127",11316 Farmhaven Road,Austin,11/4/2014,7:00,19:00,78754,30.351472,-97.618289,E,ED,R,244,G14,66
156,Virginia Brown Recreation Center,  ,7500 Blessing Avenue,Austin,11/4/2014,7:00,19:00,78752,30.33222,-97.69341,E,ED,R,1942,G14,67
160,Spring Hill Elementary School,  ,600 South Heatherwilde Boulevard,Pflugerville,11/4/2014,7:00,19:00,78660,30.442495,-97.645025,NE,ED,R,1910,G14,68
164,Barrington Elementary School,  ,400 Cooper Drive,Austin,11/4/2014,7:00,19:00,78753,30.360989,-97.695923,N,ED,R,205,G14,69
200,Winters Building,  ,701 West 51st Street,Austin,11/4/2014,7:00,19:00,78751,30.315988,-97.730577,C,ED,R,2328,G14,70
202,Red River Church,  ,4425 Red River Street,Austin,11/4/2014,7:00,19:00,78751,30.304493,-97.719494,C,ED,R,1831,G14,71
203,Boulder Ridge Community Room,227,3300 Killingsworth Lane,Pflugerville,11/4/2014,7:00,19:00,78660,30.413271,-97.605355,NE,ED,R,207,G14,72
205,River Oaks Elementary School,  ,12401 Scofield Farms Drive,Austin,11/4/2014,7:00,19:00,78758,30.408443,-97.68727,N,ED,R,1808,G14,73
206,Lee Elementary School,  ,3308 Hampton Road,Austin,11/4/2014,7:00,19:00,78705,30.29356,-97.727341,C,ED,R,1813,G14,74
207,YMCA Northwest Branch,  ,5807 McNeil Drive,Austin,11/4/2014,7:00,19:00,78729,30.445658,-97.733881,NW,ED,R,2501,G14,75
208,"University of Texas, Flawn Academic Center",277,2400 Inner Campus Drive (On the West Mall),Austin,11/4/2014,7:00,19:00,78712,30.286086,-97.74033,C,ED,R,2101,G14,76
210,O. Henry Middle School,251,2610 West 10th Street,Austin,11/4/2014,7:00,19:00,78703,30.285899,-97.774158,C,ED,R,1565,G14,77
211,Walnut Creek Elementary School,226,401 West Braker Lane,Austin,11/4/2014,7:00,19:00,78753,30.37941,-97.684132,N,ED,R,2311,G14,78
214,Bryker Woods Elementary School,  ,3309 Kerbey Lane,Austin,11/4/2014,7:00,19:00,78703,30.30516,-97.75117,C,ED,R,208,G14,79
216,Northwest Elementary School,  ,14014 Thermal Drive,Austin,11/4/2014,7:00,19:00,78728,30.431732,-97.675793,N,ED,R,1418,G14,80
217,Lanier High School,"223, 224",1201 Payton Gin Road,Austin,11/4/2014,7:00,19:00,78758,30.360795,-97.70781,N,ED,R,1204,G14,81
218,ACC Northridge Campus,  ,11928 Stonehollow Drive,Austin,11/4/2014,7:00,19:00,78758,30.40319,-97.70448,N,ED,R,130,G14,82
219,Caldwell Elementary School,  ,1718 Picadilly Drive,Round Rock,11/4/2014,7:00,19:00,78664,30.468326,-97.655218,NE,ED,R,329,G14,83
221,Bridge Point Elementary School,212,6401 Cedar Street,Austin,11/4/2014,7:00,19:00,78746,30.339621,-97.805743,W,ED,R,218,G14,84
222,Cook Elementary School,209,1511 Cripple Creek Drive,Austin,11/4/2014,7:00,19:00,78758,30.37811,-97.70478,N,ED,R,305,G14,85
225,Wells Branch MUD Recreation Center,"215, 229",3000 Shoreline Drive,Austin,11/4/2014,7:00,19:00,78728,30.45486,-97.683641,N,ED,R,2316,G14,86
231,Cat Mountain Homeowners Association,"213, 220",6007 Mount Bonnell Road,Austin,11/4/2014,7:00,19:00,78731,30.34868,-97.77976,NW,ED,R,345,G14,87
232,Canyon Ridge Middle School,  ,12601 Country Trails Lane,Austin,11/4/2014,7:00,19:00,78732,30.364942,-97.902984,NW,ED,R,344,G14,88
233,Shepherd of the Hills Christian Church,  ,6909 West Courtyard Drive,Austin,11/4/2014,7:00,19:00,78730,30.359962,-97.806052,NW,ED,R,1928,G14,89
234,Austin Christian Fellowship,  ,6401 River Place Boulevard,Austin,11/4/2014,7:00,19:00,78730,30.387074,-97.847344,NW,ED,R,141,G14,90
235,McCallum High School,  ,5600 Sunshine Drive,Austin,11/4/2014,7:00,19:00,78756,30.326897,-97.729247,NC,ED,R,1321,G14,91
236,Rosedale School,  ,2117 West 49th Street,Austin,11/4/2014,7:00,19:00,78756,30.320155,-97.74033,C,ED,R,1818,G14,92
237,Highland Park Baptist Church,  ,5206 Balcones Drive,Austin,11/4/2014,7:00,19:00,78731,30.335241,-97.760028,W,ED,R,806,G14,93
238,Murchison Middle School,  ,3700 North Hills Drive,Austin,11/4/2014,7:00,19:00,78731,30.354148,-97.758869,NW,ED,R,1322,G14,94
239,Gullett Elementary School,  ,6310 Treadwell Boulevard,Austin,11/4/2014,7:00,19:00,78757,30.343149,-97.748795,C,ED,R,703,G14,95
240,Highland Park Elementary School,  ,4900 Fairview Drive,Austin,11/4/2014,7:00,19:00,78731,30.330092,-97.759845,W,ED,R,807,G14,96
241,Brentwood Elementary School,  ,6700 Arroyo Seco,Austin,11/4/2014,7:00,19:00,78757,30.33978,-97.73107,NC,ED,R,211,G14,97
242,Northwest Baptist Church,  ,6301 Woodrow Avenue,Austin,11/4/2014,7:00,19:00,78757,30.334602,-97.729622,NC,ED,R,1427,G14,98
243,Ben Hur Shrine Center,  ,7811 Rockwood Lane,Austin,11/4/2014,7:00,19:00,78757,30.358129,-97.738055,NC,ED,R,249,G14,99
244,Randalls Steiner Ranch,  ,5145 RM 620 North,Austin,11/4/2014,7:00,19:00,78732,30.389683,-97.885008,NW,ED,R,1848,G14,100
245,Grandview Hills Elementary School,  ,12024 Vista Parke Drive,Austin,11/4/2014,7:00,19:00,78726,30.416315,-97.852907,NW,ED,R,716,G14,101
246,Hill Elementary School,  ,8601 Tallwood Drive,Austin,11/4/2014,7:00,19:00,78759,30.37672,-97.7487,NW,ED,R,808,G14,102
247,Doss Elementary School,  ,7005 Northledge Drive,Austin,11/4/2014,7:00,19:00,78731,30.356323,-97.762527,W,ED,R,409,G14,103
248,Burnet Middle School,  ,8401 Hathaway Drive,Austin,11/4/2014,7:00,19:00,78757,30.36445,-97.72589,NC,ED,R,212,G14,104
249,St. Matthews Episcopal Church,262,8134 Mesa Drive,Austin,11/4/2014,7:00,19:00,78759,30.374282,-97.756852,NW,ED,R,1911,G14,105
250,St. Luke United Methodist Church,  ,1306 West Lynn Street,Austin,11/4/2014,7:00,19:00,78703,30.281517,-97.758963,C,ED,R,1915,G14,106
252,North Village Library,  ,2505 Steck Avenue,Austin,11/4/2014,7:00,19:00,78757,30.36216,-97.73048,NC,ED,R,1448,G14,107
253,First Presbyterian Church,  ,8001 Mesa Drive,Austin,11/4/2014,7:00,19:00,78731,30.369425,-97.757973,NW,ED,R,604,G14,108
254,Emeritus at North Austin,"228, 267",5310 Duval Road,Austin,11/4/2014,7:00,19:00,78727,30.418998,-97.744288,NW,ED,R,556,G14,109
256,Howson Branch Library,266,2500 Exposition Boulevard,Austin,11/4/2014,7:00,19:00,78703,30.2982,-97.7676,C,ED,R,835,G14,110
258,McBee Elementary School,  ,1001 West  Braker Lane,Austin,11/4/2014,7:00,19:00,78758,30.38302,-97.69043,N,ED,R,1325,G14,111
259,Milwood Branch Library,  ,12500 Amherst Dr.,Austin,11/4/2014,7:00,19:00,78727,30.422185,-97.716222,N,ED,R,1348,G14,112
260,Austin Brethren Church,  ,1800 Payton Gin Road,Austin,11/4/2014,7:00,19:00,78758,30.366101,-97.716749,N,ED,R,120,G14,113
263,United Christian Church,  ,3500 West Parmer Lane,Austin,11/4/2014,7:00,19:00,78727,30.423827,-97.709237,NW,ED,R,2102,G14,114
268,Grant AME Worship Center,  ,1701 Kramer Lane,Austin,11/4/2014,7:00,19:00,78758,30.385372,-97.704377,N,ED,R,705,G14,115
273,Congregation Beth Israel,  ,3901 Shoal Creek Blvd.,Austin,11/4/2014,7:00,19:00,78756,30.308337,-97.747378,C,ED,R,352,G14,116
275,Baker Center,274,3908 Avenue B (Enter off of 39th Street),Austin,11/4/2014,7:00,19:00,78751,30.30393,-97.73588,C,ED,R,214,G14,117
301,Sunset Valley City Hall,  ,3205 Jones Road,Sunset Valley,11/4/2014,7:00,19:00,78745,30.22832,-97.81079,S,ED,R,1934,G14,118
302,Bailey Middle School,  ,4020 Lost Oasis Hollow,Austin,11/4/2014,7:00,19:00,78739,30.164163,-97.872519,SW,ED,R,215,G14,119
303,Oak Hill Primitive Baptist Church,  ,11408 FM 1826,Austin,11/4/2014,7:00,19:00,78737,30.197381,-97.923911,SW,ED,R,1570,G14,120
304,Kiker Elementary School,  ,5913 La Crosse Avenue,Austin,11/4/2014,7:00,19:00,78739,30.191676,-97.881247,SW,ED,R,1102,G14,121
307,Rollingwood Municipal Building,356,403 Nixon Drive,Rollingwood,11/4/2014,7:00,19:00,78746,30.275682,-97.788588,W,ED,R,1819,G14,122
308,Briarcliff P.O.A. Community Center,  ,22801 Briarcliff Drive,Briarcliff,11/4/2014,7:00,19:00,78669,30.406576,-98.057163,W,ED,R,216,G14,123
310,Manchaca United Methodist Church,  ,1011 FM 1626,Manchaca,11/4/2014,7:00,19:00,78652,30.14004,-97.83239,S,ED,R,1346,G14,124
311,ACC Rio Grande Campus,313,1212 Rio Grande St.,Austin,11/4/2014,7:00,19:00,78701,30.27648,-97.7471,C,ED,R,149,G14,125
312,Travis County Sheriff's Office,  ,3800 Hudson Bend Road,Austin,11/4/2014,7:00,19:00,78734,30.39844,-97.92954,NW,ED,R,1946,G14,126
314,Oak Hill Fire Dept. Barton Creek Station,  ,4111 Barton Creek Boulevard,Austin,11/4/2014,7:00,19:00,78735,30.279022,-97.883195,SW,ED,R,1589,G14,127
315,Villages Amenities Center,  ,12006 Gatling Gun Lane,Austin,11/4/2014,7:00,19:00,78748,30.154001,-97.854061,S,ED,R,2207,G14,128
316,Travis County Parks Office,  ,14624 Hamilton Pool Road,Austin,11/4/2014,7:00,19:00,78738,30.30758,-97.972869,W,ED,R,2033,G14,129
317,Lost Creek MUD Office,  ,1305 Quaker Ridge Drive,Austin,11/4/2014,7:00,19:00,78746,30.28377,-97.83352,W,ED,R,1235,G14,130
319,Lakeway Activity Center,306,105 Cross Creek Drive,Lakeway,11/4/2014,7:00,19:00,78734,30.362589,-97.981294,W,ED,R,1211,G14,131
320,Randalls Lakeway,  ,2301 RR 620 South,Lakeway,11/4/2014,7:00,19:00,78734,30.341584,-97.966429,W,ED,R,1845,G14,132
323,Randalls Research,  ,10900-D Research Boulevard,Austin,11/4/2014,7:00,19:00,78759,30.401991,-97.747132,NE,ED,R,709,G14,134
3230,Great Hills Baptist Church,"321, 305, 345",10500 Jollyville Road,Austin,11/4/2014,7:00,19:00,78759,30.39879,-97.7521,NW,ED,R,1841,G14,133
324,Bee Cave City Hall,368,4000 Galleria Parkway,Bee Cave,11/4/2014,7:00,19:00,78738,30.308171,-97.939939,W,ED,R,246,G14,135
326,Laurel Mountain Elementary School,  ,10111 DK Ranch Road,Austin,11/4/2014,7:00,19:00,78759,30.413978,-97.781153,NW,ED,R,1213,G14,136
327,Austin Fire Station #33,  ,9409 Bluegrass Drive,Austin,11/4/2014,7:00,19:00,78759,30.39917,-97.76718,NW,ED,R,609,G14,137
328,Renaissance Retirement Center,  ,11279 Taylor Draper Lane,Austin,11/4/2014,7:00,19:00,78759,30.413052,-97.751563,NW,ED,R,1832,G14,138
329,Austin City Hall,325,301 West 2nd Street (Media Room),Austin,11/4/2014,7:00,19:00,78701,30.264553,-97.747271,C,ED,R,142,G14,139
330,Laura's Library,"318, 357",9411 Bee Cave Road,Austin,11/4/2014,7:00,19:00,78733,30.315636,-97.871361,W,ED,R,1232,G14,140
331,Kathy Caraway Elementary School,  ,11104 Oak View Drive (Enter off of Carlwood),Austin,11/4/2014,7:00,19:00,78759,30.419868,-97.769276,NW,ED,R,1442,G14,141
332,Zilker Elementary School,"340, 341",1900 Bluebonnet Lane,Austin,11/4/2014,7:00,19:00,78704,30.252849,-97.774673,SC,ED,R,2600,G14,142
333,Canyon Creek Elementary School,  ,10210 Ember Glen Drive,Austin,11/4/2014,7:00,19:00,78726,30.436871,-97.824894,NW,ED,R,313,G14,143
334,Spicewood Elementary School,  ,11601 Olson Drive,Austin,11/4/2014,7:00,19:00,78750,30.445566,-97.803887,NW,ED,R,1955,G14,144
335,Canyon Vista Middle School,  ,8455 Spicewood Springs Road,Austin,11/4/2014,7:00,19:00,78759,30.42824,-97.784168,NW,ED,R,314,G14,145
336,Hallmark Baptist Church,  ,9023 Old Lampasas Trail,Austin,11/4/2014,7:00,19:00,78750,30.419984,-97.798662,C,ED,R,812,G14,146
337,Lakewood Homeowners Association,  ,7317 Lakewood Drive,Austin,11/4/2014,7:00,19:00,78750,30.375404,-97.788902,NW,ED,R,1214,G14,147
338,Travis County WCID #18,  ,1502 San Juan Drive,Austin,11/4/2014,7:00,19:00,78733,30.339343,-97.866662,W,ED,R,2025,G14,148
339,Western Hills Church of Christ,  ,6211 Parkwood Drive,Austin,11/4/2014,7:00,19:00,78735,30.236989,-97.855077,SW,ED,R,2335,G14,149
342,Barton Hills Elementary School,  ,2108 Barton Hills Drive,Austin,11/4/2014,7:00,19:00,78704,30.254174,-97.783138,SC,ED,R,226,G14,150
343,Church at Canyon Creek,  ,9001 FM 620 North,Austin,11/4/2014,7:00,19:00,78726,30.429286,-97.840891,NW,ED,R,351,G14,151
344,Cunningham Elementary School,  ,2200 Berkeley Avenue,Austin,11/4/2014,7:00,19:00,78745,30.210672,-97.805808,S,ED,R,326,G14,152
346,Serene Hills Elementary School,  ,3301 Serene Hills Drive,Austin,11/4/2014,7:00,19:00,78738,30.348704,-97.99618,NW,ED,R,1951,G14,153
347,Hill Country Middle School,  ,1300 Walsh Tarlton Lane,Austin,11/4/2014,7:00,19:00,78746,30.270465,-97.803774,W,ED,R,829,G14,154
349,ACC Pinnacle Campus,  ,7748 Highway 290 West,Austin,11/4/2014,7:00,19:00,78736,30.23149,-97.88354,SW,ED,R,131,G14,155
350,Cowan Elementary School,309,2817 Kentish,Austin,11/4/2014,7:00,19:00,78748,30.188686,-97.833724,S,ED,R,317,G14,156
351,Randalls South Mopac,  ,6600 South Mopac Expressway,Austin,11/4/2014,7:00,19:00,78749,30.22278,-97.836277,SW,ED,R,1952,G14,157
3510,Small Middle School,  ,4801 Monterey Oaks Boulevard,Austin,11/4/2014,7:00,19:00,78749,30.23417,-97.84149,SW,ED,R,1843,G14,158
354,Travis Country Office (H.O.A.),  ,4504 Travis Country Circle,Austin,11/4/2014,7:00,19:00,78735,30.245949,-97.827448,SW,ED,R,2026,G14,159
358,Covington Middle School,352,3700 Convict Hill Road,Austin,11/4/2014,7:00,19:00,78749,30.212073,-97.834582,SW,ED,R,318,G14,160
359,Lake Travis ISD Educational Development Ctr.,  ,607 RR 620 North (Enter off of Kollmeyer Dr),Austin,11/4/2014,7:00,19:00,78734,30.370589,-97.946591,W,ED,R,1231,G14,161
360,Bowie High School,  ,4103 West Slaughter Lane,Austin,11/4/2014,7:00,19:00,78749,30.18745,-97.85831,S,ED,R,229,G14,162
